d14,ad,day7,m1,m3,m6,m12,m18,m24,m60
0,2018-06-25,11.0,23.0,33.0,39.0,45.0,45.0,45.0,45.0
0,2018-06-25,4.0,12.0,34.0,43.0,92.0,118.0,125.0,143.0
0,2018-06-25,3.0,4.0,11.0,12.0,17.0,17.0,20.0,20.0
0,2018-06-25,5.0,23.0,43.0,47.0,72.0,109.0,117.0,117.0
0,2018-06-25,-1.0,5.0,8.0,19.0,19.0,19.0,19.0,19.0
0,2018-06-25,2.0,18.0,46.0,53.0,68.0,68.0,70.0,70.0
0,2018-06-25,-1.0,2.0,29.0,44.0,45.0,45.0,45.0,45.0
0,2018-06-25,2.0,4.0,30.0,33.0,35.0,37.0,44.0,45.0
0,2018-06-25,2.0,11.0,43.0,57.0,74.0,75.0,75.0,75.0
0,2018-06-25,3.0,13.0,22.0,34.0,43.0,44.0,45.0,45.0
0,2018-06-25,11.0,27.0,41.0,48.0,89.0,106.0,114.0,117.0
0,2018-06-25,5.0,12.0,22.0,35.0,41.0,41.0,42.0,42.0
0,2018-06-25,2.0,5.0,37.0,48.0,71.0,74.0,75.0,76.0
0,2018-06-25,-1.0,-1.0,5.0,5.0,12.0,12.0,14.0,14.0
0,2018-06-25,3.0,13.0,28.0,48.0,57.0,73.0,74.0,74.0
0,2018-06-25,5.0,14.0,25.0,40.0,61.0,73.0,77.0,77.0
1,2018-06-25,2.0,24.0,32.0,36.0,38.0,39.0,39.0,39.0
0,2018-06-25,-1.0,8.0,26.0,40.0,45.0,50.0,50.0,50.0
1,2018-06-25,3.0,19.0,70.0,74.0,79.0,79.0,80.0,80.0
1,2018-06-25,4.0,25.0,44.0,64.0,75.0,80.0,88.0,88.0
0,2018-06-25,7.0,16.0,38.0,47.0,76.0,84.0,88.0,92.0
0,2018-06-25,-1.0,2.0,5.0,8.0,10.0,10.0,10.0,10.0
0,2018-06-25,-1.0,3.0,10.0,16.0,21.0,47.0,55.0,57.0
0,2018-06-25,2.0,2.0,6.0,10.0,22.0,31.0,31.0,32.0
0,2018-06-25,-1.0,8.0,17.0,39.0,59.0,70.0,71.0,71.0
0,2018-06-25,-1.0,2.0,15.0,17.0,17.0,17.0,17.0,17.0
0,2018-06-25,3.0,4.0,8.0,25.0,29.0,29.0,29.0,29.0
0,2018-06-25,-1.0,4.0,7.0,10.0,15.0,19.0,19.0,19.0
0,2018-06-25,2.0,4.0,15.0,25.0,37.0,43.0,46.0,46.0
0,2018-06-25,5.0,14.0,27.0,44.0,50.0,53.0,53.0,53.0
0,2018-06-25,-1.0,2.0,23.0,39.0,41.0,41.0,41.0,41.0
0,2018-06-25,-1.0,16.0,28.0,35.0,113.0,129.0,130.0,130.0
0,2018-06-25,6.0,22.0,35.0,47.0,61.0,63.0,66.0,66.0
0,2018-06-25,-1.0,8.0,17.0,23.0,36.0,39.0,40.0,40.0
0,2018-06-25,2.0,12.0,15.0,22.0,29.0,34.0,34.0,34.0
0,2018-06-25,4.0,5.0,9.0,12.0,27.0,33.0,35.0,36.0
0,2018-06-25,10.0,18.0,34.0,42.0,87.0,90.0,90.0,91.0
0,2018-06-25,-1.0,2.0,5.0,10.0,19.0,19.0,19.0,19.0
0,2018-06-25,-1.0,2.0,19.0,27.0,34.0,34.0,39.0,40.0
1,2018-06-25,2.0,4.0,38.0,56.0,82.0,82.0,82.0,83.0
0,2018-06-25,11.0,15.0,29.0,55.0,60.0,70.0,72.0,73.0
0,2018-06-25,2.0,12.0,30.0,37.0,39.0,39.0,39.0,39.0
0,2018-06-25,4.0,14.0,27.0,32.0,32.0,32.0,32.0,32.0
0,2018-06-25,-1.0,11.0,32.0,37.0,37.0,37.0,37.0,37.0
0,2018-06-25,-1.0,5.0,11.0,20.0,30.0,31.0,31.0,31.0
0,2018-06-25,8.0,23.0,39.0,51.0,69.0,74.0,74.0,74.0
0,2018-06-25,6.0,11.0,32.0,42.0,67.0,97.0,106.0,130.0
0,2018-06-25,-1.0,3.0,3.0,6.0,34.0,43.0,43.0,43.0
0,2018-06-25,-1.0,2.0,4.0,14.0,102.0,116.0,116.0,116.0
0,2018-06-25,6.0,11.0,20.0,52.0,76.0,82.0,84.0,84.0
0,2018-06-25,5.0,17.0,48.0,48.0,49.0,49.0,49.0,49.0
1,2018-06-25,-1.0,15.0,43.0,47.0,47.0,47.0,47.0,47.0
0,2018-06-25,2.0,21.0,36.0,45.0,53.0,56.0,61.0,61.0
0,2018-06-25,4.0,19.0,43.0,58.0,70.0,72.0,81.0,86.0
0,2018-06-25,-1.0,3.0,22.0,25.0,38.0,38.0,38.0,38.0
0,2018-06-25,-1.0,-1.0,8.0,10.0,70.0,95.0,95.0,95.0
0,2018-06-25,2.0,7.0,22.0,29.0,31.0,31.0,31.0,31.0
0,2018-06-25,-1.0,4.0,9.0,13.0,17.0,22.0,23.0,24.0
0,2018-06-25,-1.0,16.0,53.0,59.0,70.0,74.0,74.0,76.0
0,2018-06-25,2.0,8.0,21.0,25.0,34.0,35.0,37.0,37.0
0,2018-06-25,3.0,6.0,25.0,30.0,48.0,53.0,59.0,63.0
0,2018-06-25,2.0,9.0,44.0,53.0,56.0,56.0,56.0,56.0
0,2018-06-25,7.0,9.0,11.0,15.0,37.0,38.0,38.0,38.0
0,2018-06-25,2.0,4.0,22.0,27.0,51.0,64.0,65.0,65.0
0,2018-06-25,2.0,4.0,9.0,15.0,26.0,26.0,27.0,31.0
0,2018-06-25,-1.0,2.0,18.0,31.0,37.0,38.0,39.0,52.0
0,2018-06-25,3.0,3.0,12.0,19.0,56.0,72.0,72.0,72.0
0,2018-06-25,-1.0,5.0,11.0,20.0,21.0,24.0,24.0,24.0
0,2018-06-25,3.0,3.0,8.0,12.0,22.0,22.0,22.0,22.0
0,2018-06-25,-1.0,-1.0,2.0,4.0,26.0,28.0,28.0,28.0
0,2018-06-25,-1.0,3.0,10.0,15.0,18.0,18.0,19.0,19.0
0,2018-06-25,-1.0,-1.0,3.0,8.0,33.0,36.0,36.0,36.0
0,2018-06-25,3.0,7.0,28.0,41.0,58.0,61.0,66.0,71.0
0,2018-06-25,2.0,8.0,19.0,21.0,25.0,27.0,28.0,30.0
0,2018-06-25,3.0,12.0,18.0,22.0,43.0,49.0,50.0,50.0
0,2018-06-25,15.0,22.0,40.0,43.0,51.0,52.0,56.0,56.0
0,2018-06-25,6.0,28.0,41.0,67.0,113.0,136.0,136.0,136.0
0,2018-06-25,5.0,7.0,19.0,35.0,46.0,57.0,60.0,61.0
0,2018-06-25,7.0,26.0,40.0,56.0,61.0,66.0,67.0,68.0
0,2018-06-25,-1.0,6.0,13.0,15.0,20.0,21.0,21.0,21.0
0,2018-06-25,3.0,8.0,19.0,42.0,56.0,58.0,58.0,58.0
0,2018-06-25,3.0,20.0,42.0,48.0,50.0,50.0,50.0,50.0
0,2018-06-25,-1.0,2.0,5.0,6.0,11.0,12.0,12.0,12.0
0,2018-06-25,5.0,6.0,9.0,12.0,17.0,21.0,21.0,21.0
0,2018-06-25,4.0,7.0,28.0,37.0,110.0,115.0,115.0,115.0
0,2018-06-25,7.0,22.0,39.0,47.0,73.0,86.0,86.0,87.0
0,2018-06-25,9.0,17.0,45.0,55.0,67.0,69.0,69.0,69.0
0,2018-06-25,4.0,14.0,24.0,29.0,47.0,60.0,61.0,61.0
0,2018-06-25,-1.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0
0,2018-06-25,5.0,8.0,20.0,31.0,46.0,58.0,59.0,60.0
0,2018-06-25,2.0,4.0,16.0,26.0,47.0,47.0,47.0,47.0
0,2018-06-25,-1.0,5.0,19.0,24.0,40.0,44.0,45.0,45.0
0,2018-06-25,-1.0,3.0,7.0,12.0,22.0,23.0,23.0,23.0
0,2018-06-25,2.0,11.0,14.0,14.0,24.0,26.0,27.0,27.0
0,2018-06-25,-1.0,-1.0,31.0,55.0,64.0,70.0,73.0,75.0
0,2018-06-25,-1.0,-1.0,22.0,23.0,27.0,27.0,27.0,27.0
0,2018-06-25,-1.0,4.0,10.0,19.0,20.0,20.0,21.0,21.0
0,2018-06-25,5.0,5.0,25.0,36.0,41.0,41.0,41.0,41.0
0,2018-06-25,2.0,11.0,17.0,31.0,59.0,80.0,80.0,80.0
0,2018-06-25,4.0,7.0,9.0,13.0,18.0,23.0,24.0,24.0
0,2018-06-25,-1.0,3.0,26.0,31.0,36.0,41.0,41.0,41.0
0,2018-06-25,3.0,10.0,19.0,22.0,31.0,31.0,31.0,31.0
0,2018-06-25,5.0,9.0,22.0,25.0,31.0,33.0,33.0,33.0
0,2018-06-25,2.0,5.0,12.0,18.0,24.0,29.0,29.0,29.0
0,2018-06-25,-1.0,2.0,11.0,15.0,35.0,57.0,63.0,63.0
0,2018-06-25,-1.0,-1.0,10.0,15.0,15.0,15.0,15.0,15.0
1,2018-06-25,-1.0,10.0,79.0,87.0,104.0,111.0,112.0,112.0
0,2018-06-25,17.0,38.0,54.0,60.0,69.0,74.0,74.0,75.0
0,2018-06-25,3.0,9.0,24.0,36.0,73.0,83.0,88.0,91.0
0,2018-06-25,2.0,3.0,6.0,9.0,9.0,9.0,9.0,10.0
0,2018-06-25,6.0,15.0,26.0,32.0,50.0,66.0,71.0,75.0
0,2018-06-25,-1.0,3.0,6.0,13.0,55.0,87.0,92.0,92.0
0,2018-06-25,2.0,4.0,7.0,14.0,15.0,15.0,15.0,16.0
0,2018-06-25,3.0,9.0,35.0,42.0,42.0,42.0,42.0,42.0
0,2018-06-25,3.0,13.0,18.0,26.0,46.0,55.0,55.0,55.0
0,2018-06-25,3.0,6.0,15.0,28.0,78.0,86.0,88.0,91.0
0,2018-06-25,2.0,7.0,20.0,22.0,22.0,23.0,23.0,23.0
0,2018-06-25,2.0,9.0,11.0,16.0,27.0,27.0,27.0,27.0
0,2018-06-25,2.0,12.0,29.0,30.0,32.0,32.0,32.0,32.0
0,2018-06-25,4.0,8.0,23.0,42.0,66.0,69.0,72.0,72.0
0,2018-06-25,10.0,22.0,29.0,35.0,44.0,56.0,57.0,57.0
1,2018-06-25,-1.0,16.0,33.0,40.0,91.0,104.0,107.0,107.0
0,2018-06-25,3.0,11.0,27.0,37.0,47.0,51.0,53.0,53.0
0,2018-06-25,2.0,4.0,8.0,12.0,20.0,20.0,21.0,23.0
0,2018-06-25,-1.0,-1.0,32.0,46.0,66.0,74.0,74.0,74.0
0,2018-06-25,3.0,14.0,42.0,66.0,117.0,123.0,132.0,142.0
0,2018-06-25,-1.0,-1.0,7.0,8.0,8.0,11.0,13.0,13.0
0,2018-06-25,13.0,25.0,51.0,59.0,101.0,125.0,129.0,131.0
0,2018-06-25,2.0,8.0,41.0,45.0,103.0,114.0,115.0,115.0
0,2018-06-25,4.0,14.0,30.0,36.0,43.0,44.0,51.0,54.0
0,2018-06-25,-1.0,2.0,17.0,18.0,19.0,19.0,19.0,19.0
0,2018-06-25,5.0,10.0,14.0,26.0,92.0,100.0,100.0,100.0
0,2018-06-25,8.0,14.0,26.0,28.0,68.0,80.0,83.0,83.0
0,2018-06-25,-1.0,11.0,31.0,54.0,79.0,84.0,87.0,87.0
0,2018-06-25,2.0,19.0,34.0,53.0,64.0,72.0,74.0,74.0
0,2018-06-25,2.0,6.0,25.0,28.0,36.0,37.0,37.0,37.0
0,2018-06-25,8.0,13.0,22.0,29.0,42.0,42.0,42.0,42.0
0,2018-06-25,2.0,5.0,12.0,21.0,128.0,136.0,147.0,149.0
0,2018-06-25,13.0,26.0,48.0,59.0,95.0,100.0,101.0,103.0
0,2018-06-25,2.0,4.0,11.0,13.0,16.0,18.0,18.0,18.0
0,2018-06-25,2.0,3.0,6.0,12.0,15.0,15.0,15.0,15.0
0,2018-06-25,-1.0,2.0,16.0,42.0,102.0,102.0,102.0,102.0
0,2018-06-25,-1.0,4.0,8.0,23.0,26.0,30.0,30.0,30.0
0,2018-06-25,-1.0,4.0,17.0,35.0,52.0,60.0,63.0,64.0
0,2018-06-25,-1.0,-1.0,2.0,3.0,28.0,33.0,33.0,33.0
0,2018-06-25,3.0,3.0,21.0,30.0,64.0,77.0,83.0,88.0
0,2018-06-25,6.0,20.0,34.0,39.0,72.0,77.0,77.0,78.0
0,2018-06-25,2.0,10.0,27.0,28.0,32.0,33.0,33.0,33.0
0,2018-06-25,2.0,4.0,8.0,14.0,48.0,60.0,60.0,62.0
0,2018-06-25,-1.0,6.0,20.0,21.0,21.0,21.0,21.0,21.0
0,2018-06-25,-1.0,6.0,8.0,17.0,71.0,90.0,90.0,90.0
0,2018-06-25,3.0,9.0,22.0,34.0,50.0,57.0,58.0,58.0
0,2018-06-25,-1.0,10.0,14.0,19.0,21.0,23.0,23.0,24.0
0,2018-06-25,10.0,33.0,52.0,62.0,65.0,65.0,66.0,68.0
0,2018-06-25,3.0,3.0,23.0,43.0,56.0,60.0,60.0,60.0
0,2018-06-25,-1.0,2.0,4.0,5.0,40.0,50.0,50.0,50.0
0,2018-06-25,2.0,11.0,36.0,39.0,44.0,50.0,51.0,52.0
0,2018-06-25,-1.0,6.0,6.0,8.0,19.0,19.0,19.0,19.0
0,2018-06-25,-1.0,5.0,7.0,13.0,28.0,36.0,37.0,38.0
0,2018-06-25,-1.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0
0,2018-06-25,2.0,2.0,17.0,23.0,33.0,57.0,57.0,57.0
0,2018-06-25,3.0,8.0,22.0,39.0,64.0,67.0,68.0,69.0
0,2018-06-25,-1.0,6.0,11.0,13.0,13.0,13.0,13.0,13.0
0,2018-06-25,8.0,25.0,33.0,34.0,52.0,54.0,59.0,59.0
0,2018-06-25,4.0,9.0,25.0,43.0,63.0,69.0,72.0,72.0
0,2018-06-25,-1.0,7.0,31.0,34.0,84.0,95.0,107.0,109.0
0,2018-06-25,3.0,6.0,10.0,57.0,101.0,113.0,114.0,114.0
0,2018-06-25,4.0,12.0,24.0,30.0,32.0,32.0,32.0,33.0
0,2018-06-25,-1.0,-1.0,6.0,28.0,56.0,66.0,67.0,68.0
0,2018-06-25,7.0,11.0,29.0,44.0,88.0,102.0,106.0,112.0
0,2018-06-25,2.0,4.0,9.0,24.0,42.0,42.0,42.0,42.0
0,2018-06-25,2.0,10.0,22.0,25.0,31.0,32.0,33.0,33.0
1,2018-06-25,-1.0,6.0,9.0,30.0,40.0,42.0,42.0,42.0
0,2018-06-25,-1.0,4.0,22.0,30.0,33.0,34.0,34.0,34.0
0,2018-06-25,-1.0,-1.0,3.0,4.0,23.0,37.0,37.0,37.0
1,2018-06-25,2.0,11.0,20.0,24.0,36.0,60.0,66.0,66.0
0,2018-06-25,-1.0,3.0,16.0,33.0,33.0,46.0,46.0,46.0
0,2018-06-25,3.0,3.0,4.0,8.0,19.0,35.0,35.0,35.0
0,2018-06-25,3.0,9.0,23.0,46.0,47.0,48.0,48.0,48.0
0,2018-06-25,5.0,12.0,20.0,26.0,48.0,52.0,60.0,60.0
0,2018-06-25,3.0,6.0,21.0,35.0,43.0,46.0,46.0,48.0
0,2018-06-25,18.0,36.0,51.0,54.0,56.0,58.0,62.0,62.0
0,2018-06-25,3.0,6.0,9.0,13.0,17.0,19.0,19.0,19.0
0,2018-06-25,6.0,10.0,35.0,45.0,69.0,71.0,71.0,71.0
0,2018-06-25,2.0,6.0,20.0,40.0,80.0,83.0,83.0,83.0
0,2018-06-25,2.0,6.0,44.0,67.0,84.0,92.0,93.0,93.0
0,2018-06-25,3.0,13.0,26.0,30.0,38.0,44.0,58.0,59.0
0,2018-06-25,-1.0,2.0,12.0,17.0,20.0,25.0,27.0,27.0
0,2018-06-25,-1.0,5.0,7.0,8.0,24.0,25.0,26.0,27.0
0,2018-06-25,7.0,12.0,32.0,34.0,128.0,153.0,155.0,162.0
0,2018-06-25,3.0,13.0,26.0,71.0,80.0,84.0,85.0,86.0
0,2018-06-25,2.0,27.0,34.0,43.0,55.0,58.0,58.0,58.0
0,2018-06-25,11.0,30.0,41.0,48.0,59.0,65.0,73.0,73.0
0,2018-06-25,2.0,5.0,8.0,9.0,31.0,32.0,34.0,34.0
0,2018-06-25,2.0,7.0,12.0,15.0,62.0,62.0,62.0,62.0
0,2018-06-25,-1.0,3.0,15.0,33.0,51.0,66.0,76.0,77.0
0,2018-06-25,7.0,16.0,54.0,70.0,77.0,83.0,89.0,89.0
0,2018-06-25,6.0,13.0,34.0,45.0,52.0,52.0,53.0,53.0
0,2018-06-25,-1.0,4.0,14.0,22.0,39.0,44.0,45.0,50.0
0,2018-06-25,5.0,7.0,22.0,44.0,56.0,78.0,79.0,79.0
0,2018-06-25,6.0,20.0,23.0,37.0,55.0,56.0,56.0,56.0
0,2018-06-25,-1.0,3.0,24.0,40.0,40.0,40.0,40.0,40.0
0,2018-06-25,2.0,4.0,14.0,30.0,30.0,31.0,31.0,31.0
0,2018-06-25,-1.0,4.0,35.0,46.0,58.0,61.0,61.0,61.0
0,2018-06-25,7.0,13.0,28.0,33.0,34.0,34.0,34.0,35.0
1,2018-06-25,-1.0,3.0,28.0,39.0,48.0,54.0,65.0,66.0
0,2018-06-25,5.0,17.0,41.0,47.0,81.0,81.0,81.0,81.0
0,2018-06-25,3.0,15.0,37.0,40.0,59.0,59.0,59.0,59.0
0,2018-06-25,25.0,44.0,72.0,99.0,99.0,99.0,99.0,99.0
0,2018-06-25,3.0,12.0,16.0,35.0,53.0,82.0,87.0,93.0
0,2018-06-25,6.0,9.0,16.0,27.0,41.0,56.0,65.0,67.0
0,2018-06-25,10.0,28.0,68.0,79.0,108.0,108.0,108.0,109.0
0,2018-06-25,2.0,9.0,48.0,63.0,87.0,88.0,88.0,88.0
0,2018-06-25,3.0,8.0,12.0,13.0,17.0,17.0,17.0,19.0
0,2018-06-25,-1.0,2.0,17.0,43.0,56.0,72.0,73.0,73.0
0,2018-06-25,-1.0,3.0,3.0,14.0,26.0,28.0,30.0,31.0
0,2018-06-25,11.0,12.0,16.0,19.0,30.0,63.0,64.0,68.0
0,2018-06-25,4.0,5.0,25.0,25.0,26.0,29.0,29.0,29.0
0,2018-06-25,2.0,13.0,27.0,43.0,50.0,55.0,55.0,55.0
0,2018-06-25,5.0,6.0,10.0,15.0,30.0,33.0,33.0,33.0
0,2018-06-25,-1.0,21.0,58.0,80.0,84.0,88.0,89.0,89.0
0,2018-06-25,13.0,25.0,30.0,36.0,49.0,53.0,53.0,53.0
0,2018-06-25,7.0,23.0,52.0,62.0,69.0,69.0,72.0,73.0
0,2018-06-25,2.0,10.0,48.0,69.0,72.0,73.0,73.0,73.0
0,2018-06-25,9.0,16.0,26.0,30.0,40.0,40.0,40.0,40.0
0,2018-06-25,-1.0,3.0,14.0,24.0,27.0,27.0,29.0,29.0
0,2018-06-25,-1.0,9.0,27.0,42.0,44.0,44.0,44.0,44.0
0,2018-06-25,6.0,15.0,44.0,50.0,59.0,64.0,68.0,72.0
0,2018-06-25,2.0,5.0,12.0,20.0,41.0,45.0,47.0,48.0
0,2018-06-25,3.0,4.0,19.0,20.0,20.0,20.0,20.0,20.0
0,2018-06-25,-1.0,3.0,4.0,10.0,12.0,12.0,12.0,12.0
0,2018-06-25,-1.0,-1.0,-1.0,10.0,15.0,16.0,18.0,18.0
0,2018-06-25,2.0,20.0,30.0,44.0,50.0,55.0,56.0,56.0
0,2018-06-25,-1.0,4.0,12.0,20.0,41.0,53.0,53.0,53.0
1,2018-06-25,2.0,13.0,25.0,33.0,51.0,51.0,53.0,55.0
0,2018-06-25,-1.0,10.0,27.0,64.0,66.0,67.0,67.0,67.0
1,2018-06-25,-1.0,3.0,12.0,19.0,46.0,49.0,49.0,49.0
0,2018-06-25,6.0,9.0,13.0,18.0,46.0,51.0,53.0,53.0
0,2018-06-25,2.0,4.0,33.0,47.0,81.0,92.0,96.0,101.0
0,2018-06-25,5.0,8.0,19.0,29.0,58.0,63.0,63.0,63.0
0,2018-06-25,3.0,5.0,12.0,15.0,40.0,40.0,40.0,40.0
0,2018-06-25,-1.0,9.0,32.0,47.0,49.0,51.0,51.0,51.0
0,2018-06-25,3.0,14.0,16.0,19.0,45.0,67.0,80.0,83.0
0,2018-06-25,2.0,3.0,12.0,26.0,29.0,29.0,30.0,30.0
0,2018-06-25,2.0,17.0,31.0,46.0,49.0,51.0,51.0,51.0
0,2018-06-25,4.0,12.0,29.0,31.0,59.0,75.0,75.0,75.0
0,2018-06-25,-1.0,-1.0,-1.0,4.0,4.0,4.0,4.0,4.0
0,2018-06-25,3.0,5.0,13.0,19.0,29.0,30.0,31.0,31.0
0,2018-06-25,2.0,13.0,40.0,51.0,67.0,68.0,69.0,70.0
0,2018-06-25,-1.0,2.0,9.0,22.0,29.0,31.0,31.0,31.0
0,2018-06-25,2.0,12.0,44.0,58.0,99.0,113.0,116.0,116.0
0,2018-06-25,2.0,8.0,18.0,19.0,27.0,28.0,28.0,28.0
0,2018-06-25,2.0,24.0,57.0,74.0,96.0,114.0,118.0,118.0
0,2018-06-25,3.0,6.0,32.0,43.0,49.0,54.0,54.0,54.0
0,2018-06-25,2.0,4.0,10.0,26.0,64.0,78.0,79.0,80.0
0,2018-06-25,6.0,20.0,39.0,48.0,59.0,59.0,59.0,59.0
0,2018-06-25,-1.0,3.0,4.0,8.0,60.0,60.0,62.0,62.0
0,2018-06-25,6.0,9.0,23.0,58.0,71.0,80.0,83.0,83.0
0,2018-06-25,-1.0,3.0,9.0,19.0,55.0,93.0,100.0,102.0
0,2018-06-25,2.0,3.0,6.0,10.0,20.0,42.0,42.0,44.0
0,2018-06-25,2.0,6.0,21.0,22.0,22.0,22.0,22.0,22.0
0,2018-06-25,6.0,16.0,31.0,33.0,35.0,36.0,36.0,36.0
0,2018-06-25,4.0,17.0,49.0,58.0,60.0,60.0,60.0,60.0
0,2018-06-25,5.0,21.0,29.0,36.0,62.0,63.0,63.0,63.0
1,2018-06-25,-1.0,13.0,42.0,52.0,52.0,52.0,52.0,52.0
0,2018-06-25,2.0,5.0,16.0,21.0,44.0,46.0,46.0,46.0
0,2018-06-25,3.0,3.0,8.0,20.0,51.0,54.0,56.0,57.0
0,2018-06-25,5.0,7.0,13.0,15.0,30.0,30.0,30.0,30.0
0,2018-06-25,2.0,5.0,13.0,23.0,42.0,43.0,46.0,47.0
0,2018-06-25,-1.0,3.0,4.0,11.0,58.0,75.0,89.0,89.0
0,2018-06-25,5.0,24.0,38.0,38.0,48.0,53.0,53.0,53.0
0,2018-06-25,-1.0,10.0,46.0,50.0,75.0,76.0,77.0,77.0
0,2018-06-25,9.0,34.0,62.0,75.0,90.0,96.0,99.0,103.0
0,2018-06-25,5.0,12.0,24.0,33.0,61.0,89.0,91.0,91.0
0,2018-06-25,6.0,23.0,39.0,60.0,92.0,98.0,98.0,98.0
0,2018-06-25,2.0,4.0,40.0,65.0,84.0,90.0,90.0,90.0
0,2018-06-25,2.0,8.0,16.0,20.0,28.0,32.0,33.0,33.0
1,2018-06-25,-1.0,-1.0,10.0,18.0,23.0,23.0,23.0,23.0
0,2018-06-25,3.0,23.0,31.0,40.0,71.0,73.0,74.0,74.0
0,2018-06-25,2.0,4.0,23.0,34.0,41.0,41.0,41.0,41.0
0,2018-06-25,-1.0,2.0,16.0,16.0,16.0,16.0,16.0,16.0
0,2018-06-25,2.0,4.0,9.0,13.0,28.0,41.0,42.0,42.0
0,2018-06-25,8.0,12.0,40.0,44.0,65.0,68.0,69.0,69.0
0,2018-06-25,3.0,6.0,35.0,48.0,63.0,64.0,64.0,64.0
0,2018-06-25,2.0,9.0,27.0,44.0,52.0,53.0,53.0,53.0
0,2018-06-25,17.0,32.0,62.0,74.0,89.0,90.0,90.0,90.0
0,2018-06-25,2.0,8.0,17.0,21.0,27.0,27.0,27.0,27.0
0,2018-06-25,9.0,19.0,35.0,47.0,131.0,134.0,136.0,136.0
0,2018-06-25,-1.0,3.0,10.0,17.0,29.0,31.0,32.0,32.0
0,2018-06-25,14.0,19.0,30.0,54.0,61.0,62.0,62.0,62.0
0,2018-06-25,2.0,8.0,20.0,44.0,45.0,45.0,45.0,45.0
0,2018-06-25,-1.0,3.0,7.0,13.0,14.0,14.0,14.0,14.0
0,2018-06-25,-1.0,4.0,16.0,16.0,16.0,16.0,16.0,16.0
0,2018-06-25,10.0,14.0,32.0,32.0,32.0,32.0,32.0,32.0
1,2018-06-25,-1.0,-1.0,13.0,50.0,56.0,56.0,57.0,57.0
0,2018-06-25,2.0,3.0,9.0,15.0,28.0,36.0,43.0,44.0
0,2018-06-25,-1.0,4.0,6.0,7.0,17.0,44.0,70.0,70.0
0,2018-06-25,-1.0,-1.0,2.0,13.0,61.0,69.0,70.0,70.0
0,2018-06-25,7.0,22.0,40.0,55.0,67.0,72.0,73.0,81.0
0,2018-06-25,3.0,13.0,24.0,35.0,62.0,71.0,76.0,76.0
0,2018-06-25,2.0,14.0,22.0,38.0,48.0,69.0,69.0,70.0
1,2018-06-25,-1.0,4.0,9.0,11.0,20.0,25.0,26.0,26.0
0,2018-06-25,4.0,12.0,18.0,22.0,39.0,40.0,40.0,40.0
1,2018-06-25,2.0,6.0,25.0,31.0,31.0,31.0,32.0,32.0
0,2018-06-25,8.0,21.0,43.0,51.0,95.0,99.0,99.0,99.0
0,2018-06-25,2.0,7.0,11.0,16.0,35.0,54.0,56.0,56.0
0,2018-06-25,3.0,13.0,30.0,41.0,65.0,72.0,72.0,74.0
0,2018-06-25,2.0,6.0,13.0,25.0,48.0,52.0,56.0,56.0
0,2018-06-25,2.0,10.0,30.0,41.0,44.0,50.0,50.0,50.0
0,2018-06-25,-1.0,-1.0,8.0,13.0,38.0,45.0,46.0,47.0
0,2018-06-25,4.0,24.0,54.0,85.0,93.0,95.0,96.0,96.0
0,2018-06-25,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,3.0
0,2018-06-25,7.0,9.0,24.0,29.0,32.0,32.0,32.0,32.0
0,2018-06-25,-1.0,-1.0,-1.0,3.0,8.0,8.0,8.0,8.0
0,2018-06-25,4.0,9.0,22.0,32.0,101.0,108.0,109.0,109.0
1,2018-06-25,-1.0,4.0,8.0,11.0,23.0,28.0,28.0,28.0
0,2018-06-25,5.0,20.0,41.0,53.0,62.0,62.0,62.0,62.0
0,2018-06-25,-1.0,6.0,12.0,19.0,22.0,22.0,22.0,22.0
0,2018-06-25,4.0,18.0,42.0,48.0,64.0,68.0,72.0,79.0
0,2018-06-25,5.0,13.0,30.0,33.0,46.0,47.0,47.0,47.0
0,2018-06-25,2.0,2.0,5.0,9.0,15.0,17.0,18.0,18.0
0,2018-06-25,3.0,10.0,20.0,27.0,29.0,33.0,33.0,33.0
0,2018-06-25,-1.0,2.0,12.0,17.0,21.0,24.0,24.0,26.0
0,2018-06-25,5.0,16.0,24.0,29.0,38.0,43.0,49.0,55.0
0,2018-06-25,-1.0,-1.0,27.0,44.0,51.0,56.0,60.0,60.0
0,2018-06-25,8.0,19.0,26.0,28.0,38.0,39.0,39.0,39.0
0,2018-06-25,-1.0,7.0,9.0,33.0,36.0,36.0,36.0,36.0
0,2018-06-25,3.0,3.0,9.0,28.0,65.0,78.0,79.0,79.0
0,2018-06-25,-1.0,13.0,35.0,43.0,48.0,48.0,48.0,48.0
0,2018-06-25,-1.0,2.0,5.0,7.0,14.0,14.0,14.0,15.0
0,2018-06-25,5.0,17.0,52.0,66.0,76.0,81.0,84.0,85.0
0,2018-06-25,-1.0,7.0,36.0,41.0,44.0,44.0,44.0,44.0
0,2018-06-25,5.0,18.0,34.0,52.0,53.0,53.0,53.0,53.0
0,2018-06-25,2.0,6.0,27.0,37.0,41.0,41.0,42.0,42.0
0,2018-06-25,12.0,29.0,59.0,74.0,80.0,83.0,88.0,88.0
0,2018-06-25,-1.0,3.0,26.0,32.0,47.0,47.0,48.0,48.0
0,2018-06-25,7.0,12.0,21.0,28.0,29.0,33.0,34.0,34.0
