d14,ad,day7,m1,m3,m6,m12,m18,m24,m60
0,2018-06-28,4.0,11.0,37.0,43.0,91.0,107.0,107.0,107.0
0,2018-06-28,-1.0,3.0,16.0,26.0,42.0,44.0,64.0,64.0
0,2018-06-28,2.0,6.0,20.0,27.0,35.0,35.0,35.0,35.0
1,2018-06-28,3.0,16.0,26.0,27.0,51.0,68.0,69.0,69.0
0,2018-06-28,4.0,4.0,9.0,14.0,20.0,20.0,20.0,20.0
0,2018-06-28,2.0,4.0,9.0,18.0,27.0,28.0,28.0,29.0
0,2018-06-28,-1.0,3.0,3.0,6.0,12.0,13.0,15.0,15.0
0,2018-06-28,12.0,16.0,39.0,54.0,63.0,78.0,86.0,100.0
0,2018-06-28,-1.0,17.0,39.0,41.0,45.0,46.0,46.0,46.0
0,2018-06-28,2.0,8.0,12.0,16.0,24.0,29.0,33.0,42.0
0,2018-06-28,2.0,9.0,13.0,19.0,36.0,51.0,51.0,51.0
0,2018-06-28,-1.0,4.0,21.0,26.0,42.0,60.0,64.0,65.0
0,2018-06-28,-1.0,2.0,9.0,18.0,45.0,45.0,47.0,48.0
0,2018-06-28,18.0,30.0,68.0,77.0,79.0,79.0,79.0,79.0
0,2018-06-28,5.0,7.0,23.0,38.0,49.0,56.0,58.0,58.0
0,2018-06-28,-1.0,2.0,6.0,9.0,22.0,22.0,22.0,22.0
0,2018-06-28,3.0,10.0,26.0,30.0,76.0,76.0,76.0,76.0
0,2018-06-28,-1.0,2.0,4.0,10.0,14.0,26.0,27.0,27.0
0,2018-06-28,7.0,16.0,29.0,44.0,66.0,70.0,71.0,77.0
0,2018-06-28,4.0,13.0,29.0,33.0,100.0,107.0,107.0,107.0
0,2018-06-28,17.0,31.0,47.0,48.0,49.0,49.0,49.0,49.0
0,2018-06-28,-1.0,2.0,3.0,18.0,19.0,19.0,19.0,19.0
0,2018-06-28,6.0,13.0,29.0,31.0,38.0,42.0,42.0,42.0
0,2018-06-28,4.0,10.0,33.0,46.0,89.0,104.0,105.0,106.0
0,2018-06-28,-1.0,3.0,15.0,17.0,30.0,30.0,30.0,30.0
0,2018-06-28,-1.0,3.0,25.0,38.0,42.0,49.0,52.0,52.0
0,2018-06-28,3.0,7.0,19.0,44.0,46.0,46.0,46.0,46.0
0,2018-06-28,6.0,11.0,26.0,47.0,74.0,86.0,93.0,93.0
0,2018-06-28,6.0,23.0,53.0,65.0,107.0,117.0,124.0,128.0
0,2018-06-28,2.0,4.0,7.0,15.0,39.0,59.0,60.0,60.0
0,2018-06-28,3.0,8.0,42.0,45.0,50.0,52.0,52.0,52.0
1,2018-06-28,2.0,25.0,60.0,72.0,74.0,74.0,74.0,74.0
0,2018-06-28,14.0,39.0,58.0,64.0,81.0,86.0,88.0,88.0
0,2018-06-28,9.0,24.0,43.0,63.0,85.0,90.0,91.0,91.0
0,2018-06-28,3.0,6.0,13.0,20.0,107.0,133.0,147.0,151.0
0,2018-06-28,-1.0,4.0,6.0,11.0,45.0,49.0,50.0,50.0
0,2018-06-28,3.0,11.0,23.0,31.0,54.0,65.0,66.0,67.0
0,2018-06-28,-1.0,-1.0,3.0,9.0,15.0,16.0,16.0,16.0
0,2018-06-28,3.0,7.0,20.0,36.0,65.0,65.0,65.0,65.0
0,2018-06-28,3.0,10.0,14.0,16.0,47.0,54.0,59.0,59.0
0,2018-06-28,2.0,20.0,46.0,49.0,51.0,51.0,51.0,51.0
0,2018-06-28,-1.0,9.0,16.0,19.0,34.0,44.0,49.0,49.0
1,2018-06-28,-1.0,3.0,8.0,27.0,27.0,28.0,28.0,28.0
0,2018-06-28,8.0,42.0,75.0,84.0,105.0,107.0,107.0,107.0
0,2018-06-28,4.0,25.0,45.0,62.0,79.0,86.0,88.0,93.0
0,2018-06-28,5.0,19.0,47.0,62.0,85.0,88.0,88.0,88.0
0,2018-06-28,2.0,4.0,9.0,10.0,46.0,73.0,74.0,74.0
0,2018-06-28,8.0,14.0,20.0,30.0,35.0,37.0,37.0,37.0
1,2018-06-28,2.0,5.0,17.0,29.0,34.0,38.0,38.0,38.0
0,2018-06-28,4.0,8.0,22.0,29.0,71.0,71.0,71.0,71.0
0,2018-06-28,4.0,8.0,13.0,19.0,19.0,19.0,19.0,19.0
0,2018-06-28,2.0,2.0,6.0,19.0,20.0,20.0,20.0,20.0
0,2018-06-28,-1.0,4.0,21.0,26.0,40.0,48.0,50.0,51.0
0,2018-06-28,6.0,10.0,16.0,23.0,37.0,67.0,74.0,74.0
0,2018-06-28,-1.0,3.0,13.0,35.0,57.0,77.0,90.0,99.0
0,2018-06-28,8.0,25.0,52.0,67.0,129.0,141.0,142.0,142.0
0,2018-06-28,11.0,22.0,32.0,70.0,90.0,103.0,107.0,107.0
0,2018-06-28,3.0,10.0,26.0,34.0,56.0,67.0,79.0,81.0
0,2018-06-28,5.0,21.0,26.0,31.0,56.0,66.0,72.0,74.0
0,2018-06-28,4.0,15.0,44.0,51.0,66.0,66.0,66.0,66.0
0,2018-06-28,2.0,4.0,33.0,41.0,52.0,55.0,55.0,55.0
0,2018-06-28,-1.0,10.0,46.0,49.0,63.0,64.0,64.0,64.0
0,2018-06-28,-1.0,5.0,10.0,16.0,58.0,58.0,58.0,58.0
0,2018-06-28,3.0,7.0,15.0,25.0,41.0,53.0,61.0,61.0
0,2018-06-28,2.0,2.0,7.0,8.0,25.0,26.0,26.0,26.0
0,2018-06-28,11.0,17.0,41.0,42.0,42.0,42.0,42.0,42.0
0,2018-06-28,2.0,4.0,8.0,21.0,42.0,49.0,54.0,59.0
0,2018-06-28,-1.0,-1.0,50.0,64.0,114.0,115.0,116.0,116.0
0,2018-06-28,3.0,9.0,28.0,40.0,49.0,60.0,63.0,70.0
1,2018-06-28,-1.0,2.0,17.0,21.0,23.0,23.0,23.0,23.0
0,2018-06-28,-1.0,2.0,4.0,6.0,32.0,37.0,37.0,37.0
0,2018-06-28,7.0,15.0,53.0,68.0,99.0,119.0,124.0,130.0
1,2018-06-28,-1.0,-1.0,24.0,35.0,41.0,42.0,42.0,42.0
0,2018-06-28,3.0,10.0,33.0,41.0,47.0,48.0,49.0,49.0
0,2018-06-28,6.0,12.0,28.0,47.0,111.0,132.0,133.0,133.0
0,2018-06-28,2.0,20.0,39.0,50.0,55.0,58.0,61.0,65.0
0,2018-06-28,3.0,3.0,17.0,26.0,40.0,76.0,76.0,76.0
1,2018-06-28,-1.0,14.0,38.0,58.0,62.0,63.0,63.0,64.0
0,2018-06-28,6.0,12.0,22.0,31.0,36.0,36.0,36.0,36.0
0,2018-06-28,6.0,16.0,18.0,27.0,50.0,50.0,50.0,51.0
0,2018-06-28,-1.0,5.0,25.0,25.0,28.0,29.0,29.0,29.0
1,2018-06-28,-1.0,2.0,10.0,10.0,25.0,53.0,62.0,71.0
0,2018-06-28,4.0,7.0,17.0,22.0,24.0,25.0,28.0,28.0
0,2018-06-28,-1.0,-1.0,3.0,4.0,7.0,39.0,40.0,40.0
0,2018-06-28,2.0,18.0,37.0,40.0,96.0,118.0,124.0,124.0
0,2018-06-28,3.0,9.0,22.0,36.0,37.0,37.0,37.0,37.0
0,2018-06-28,2.0,8.0,56.0,69.0,76.0,78.0,85.0,85.0
0,2018-06-28,2.0,17.0,36.0,41.0,88.0,133.0,133.0,133.0
0,2018-06-28,5.0,10.0,25.0,42.0,56.0,59.0,59.0,59.0
0,2018-06-28,3.0,13.0,49.0,61.0,81.0,86.0,86.0,86.0
0,2018-06-28,2.0,22.0,29.0,40.0,43.0,43.0,44.0,44.0
0,2018-06-28,-1.0,2.0,8.0,16.0,20.0,26.0,33.0,39.0
0,2018-06-28,2.0,5.0,14.0,28.0,40.0,42.0,47.0,48.0
0,2018-06-28,-1.0,20.0,58.0,78.0,104.0,105.0,105.0,105.0
0,2018-06-28,2.0,10.0,13.0,20.0,99.0,132.0,132.0,132.0
0,2018-06-28,2.0,11.0,40.0,51.0,60.0,69.0,71.0,71.0
0,2018-06-28,7.0,10.0,15.0,30.0,60.0,63.0,63.0,63.0
0,2018-06-28,-1.0,9.0,19.0,23.0,28.0,33.0,36.0,37.0
0,2018-06-28,9.0,16.0,44.0,65.0,72.0,75.0,75.0,75.0
0,2018-06-28,2.0,4.0,6.0,10.0,16.0,16.0,16.0,17.0
0,2018-06-28,4.0,8.0,38.0,47.0,86.0,103.0,108.0,108.0
1,2018-06-28,-1.0,2.0,17.0,29.0,34.0,34.0,34.0,34.0
0,2018-06-28,6.0,20.0,37.0,44.0,53.0,54.0,54.0,54.0
0,2018-06-28,-1.0,3.0,6.0,8.0,10.0,12.0,13.0,13.0
0,2018-06-28,-1.0,5.0,13.0,14.0,18.0,20.0,20.0,20.0
0,2018-06-28,-1.0,5.0,19.0,21.0,26.0,27.0,34.0,39.0
0,2018-06-28,2.0,12.0,18.0,26.0,28.0,29.0,29.0,29.0
0,2018-06-28,-1.0,5.0,40.0,67.0,70.0,72.0,72.0,74.0
1,2018-06-28,2.0,2.0,38.0,41.0,105.0,111.0,111.0,111.0
0,2018-06-28,-1.0,10.0,20.0,29.0,46.0,46.0,46.0,46.0
0,2018-06-28,-1.0,9.0,31.0,52.0,100.0,102.0,102.0,102.0
0,2018-06-28,3.0,4.0,20.0,23.0,23.0,23.0,23.0,23.0
0,2018-06-28,-1.0,2.0,39.0,39.0,44.0,44.0,44.0,44.0
0,2018-06-28,6.0,23.0,43.0,56.0,82.0,84.0,84.0,84.0
0,2018-06-28,2.0,2.0,8.0,22.0,29.0,30.0,30.0,30.0
0,2018-06-28,4.0,13.0,23.0,44.0,50.0,50.0,50.0,50.0
0,2018-06-28,-1.0,10.0,24.0,41.0,86.0,116.0,125.0,127.0
1,2018-06-28,-1.0,2.0,18.0,31.0,79.0,101.0,107.0,111.0
0,2018-06-28,3.0,10.0,12.0,19.0,55.0,62.0,65.0,65.0
0,2018-06-28,2.0,2.0,4.0,10.0,23.0,38.0,41.0,41.0
0,2018-06-28,2.0,12.0,28.0,36.0,50.0,60.0,66.0,70.0
0,2018-06-28,6.0,13.0,39.0,49.0,67.0,72.0,74.0,74.0
0,2018-06-28,3.0,10.0,20.0,35.0,40.0,47.0,50.0,53.0
0,2018-06-28,2.0,8.0,16.0,16.0,29.0,30.0,30.0,30.0
0,2018-06-28,20.0,51.0,77.0,94.0,104.0,106.0,106.0,106.0
0,2018-06-28,-1.0,5.0,14.0,31.0,38.0,43.0,44.0,45.0
1,2018-06-28,-1.0,10.0,47.0,66.0,82.0,87.0,90.0,90.0
0,2018-06-28,2.0,4.0,7.0,8.0,10.0,14.0,14.0,14.0
0,2018-06-28,2.0,10.0,17.0,26.0,59.0,67.0,79.0,79.0
1,2018-06-28,2.0,4.0,25.0,28.0,46.0,46.0,46.0,46.0
0,2018-06-28,2.0,7.0,18.0,48.0,54.0,54.0,54.0,58.0
0,2018-06-28,2.0,15.0,35.0,39.0,64.0,74.0,86.0,86.0
1,2018-06-28,-1.0,12.0,17.0,29.0,57.0,62.0,64.0,66.0
0,2018-06-28,3.0,7.0,16.0,30.0,44.0,53.0,55.0,59.0
0,2018-06-28,3.0,10.0,29.0,54.0,60.0,60.0,60.0,61.0
0,2018-06-28,3.0,9.0,43.0,50.0,50.0,50.0,50.0,50.0
0,2018-06-28,3.0,14.0,46.0,69.0,81.0,93.0,95.0,100.0
0,2018-06-28,2.0,11.0,23.0,34.0,44.0,44.0,44.0,44.0
0,2018-06-28,2.0,10.0,30.0,36.0,38.0,38.0,38.0,39.0
0,2018-06-28,2.0,11.0,21.0,24.0,26.0,27.0,27.0,28.0
0,2018-06-28,5.0,7.0,18.0,23.0,33.0,36.0,36.0,36.0
0,2018-06-28,5.0,15.0,40.0,51.0,73.0,129.0,133.0,136.0
0,2018-06-28,2.0,26.0,62.0,66.0,69.0,69.0,69.0,69.0
0,2018-06-28,-1.0,-1.0,9.0,17.0,34.0,36.0,38.0,38.0
0,2018-06-28,4.0,7.0,57.0,60.0,80.0,81.0,89.0,91.0
0,2018-06-28,11.0,22.0,49.0,61.0,92.0,96.0,97.0,97.0
0,2018-06-28,3.0,5.0,43.0,51.0,51.0,51.0,51.0,51.0
0,2018-06-28,-1.0,3.0,5.0,11.0,32.0,41.0,41.0,41.0
0,2018-06-28,13.0,30.0,69.0,75.0,75.0,75.0,75.0,75.0
0,2018-06-28,7.0,21.0,44.0,46.0,83.0,92.0,102.0,107.0
0,2018-06-28,2.0,7.0,9.0,13.0,48.0,57.0,60.0,60.0
1,2018-06-28,-1.0,7.0,12.0,13.0,15.0,15.0,17.0,17.0
0,2018-06-28,2.0,12.0,24.0,39.0,84.0,102.0,104.0,104.0
1,2018-06-28,-1.0,-1.0,9.0,11.0,12.0,14.0,14.0,14.0
0,2018-06-28,5.0,17.0,24.0,29.0,81.0,83.0,85.0,85.0
0,2018-06-28,11.0,25.0,44.0,57.0,73.0,80.0,86.0,87.0
0,2018-06-28,3.0,5.0,30.0,41.0,50.0,50.0,50.0,51.0
1,2018-06-28,3.0,6.0,22.0,35.0,59.0,73.0,83.0,85.0
0,2018-06-28,3.0,8.0,14.0,17.0,57.0,59.0,60.0,61.0
1,2018-06-28,-1.0,-1.0,40.0,49.0,62.0,63.0,63.0,63.0
0,2018-06-28,6.0,11.0,15.0,25.0,35.0,49.0,50.0,50.0
0,2018-06-28,-1.0,3.0,28.0,41.0,51.0,57.0,57.0,58.0
0,2018-06-28,-1.0,4.0,38.0,49.0,52.0,52.0,52.0,58.0
0,2018-06-28,13.0,29.0,58.0,78.0,94.0,96.0,96.0,97.0
0,2018-06-28,-1.0,20.0,43.0,53.0,79.0,89.0,92.0,92.0
0,2018-06-28,3.0,7.0,9.0,13.0,14.0,14.0,14.0,14.0
1,2018-06-28,2.0,15.0,60.0,64.0,121.0,136.0,138.0,139.0
0,2018-06-28,3.0,13.0,30.0,38.0,55.0,59.0,60.0,60.0
0,2018-06-28,-1.0,3.0,5.0,7.0,15.0,30.0,33.0,35.0
0,2018-06-28,3.0,28.0,52.0,64.0,84.0,84.0,84.0,84.0
0,2018-06-28,7.0,14.0,23.0,28.0,68.0,88.0,89.0,89.0
0,2018-06-28,4.0,16.0,31.0,41.0,45.0,47.0,47.0,47.0
0,2018-06-28,-1.0,2.0,22.0,25.0,26.0,27.0,27.0,28.0
1,2018-06-28,-1.0,3.0,15.0,37.0,51.0,58.0,61.0,61.0
0,2018-06-28,2.0,7.0,12.0,20.0,33.0,37.0,38.0,38.0
0,2018-06-28,-1.0,9.0,13.0,15.0,55.0,55.0,55.0,55.0
1,2018-06-28,-1.0,4.0,24.0,40.0,46.0,46.0,46.0,46.0
0,2018-06-28,-1.0,3.0,7.0,22.0,24.0,24.0,24.0,24.0
0,2018-06-28,2.0,5.0,10.0,15.0,36.0,50.0,53.0,55.0
0,2018-06-28,2.0,4.0,16.0,17.0,39.0,61.0,61.0,61.0
0,2018-06-28,-1.0,5.0,11.0,24.0,40.0,44.0,44.0,44.0
0,2018-06-28,6.0,11.0,11.0,16.0,26.0,31.0,31.0,32.0
0,2018-06-28,11.0,22.0,48.0,60.0,78.0,104.0,107.0,107.0
0,2018-06-28,4.0,8.0,28.0,46.0,59.0,59.0,60.0,73.0
0,2018-06-28,7.0,13.0,44.0,56.0,63.0,63.0,63.0,63.0
1,2018-06-28,-1.0,6.0,9.0,10.0,16.0,29.0,30.0,31.0
0,2018-06-28,2.0,4.0,6.0,9.0,29.0,29.0,29.0,29.0
1,2018-06-28,-1.0,2.0,18.0,26.0,35.0,35.0,35.0,35.0
0,2018-06-28,4.0,32.0,52.0,64.0,90.0,96.0,97.0,97.0
0,2018-06-28,4.0,11.0,43.0,54.0,121.0,125.0,125.0,125.0
0,2018-06-28,3.0,13.0,31.0,35.0,48.0,59.0,59.0,59.0
0,2018-06-28,2.0,7.0,11.0,16.0,26.0,36.0,36.0,36.0
0,2018-06-28,-1.0,-1.0,6.0,7.0,18.0,18.0,18.0,18.0
0,2018-06-28,14.0,32.0,52.0,64.0,68.0,68.0,68.0,68.0
0,2018-06-28,2.0,4.0,16.0,30.0,35.0,35.0,35.0,35.0
0,2018-06-28,7.0,12.0,45.0,70.0,110.0,114.0,115.0,116.0
0,2018-06-28,8.0,23.0,41.0,65.0,89.0,92.0,92.0,93.0
0,2018-06-28,5.0,19.0,31.0,58.0,107.0,137.0,145.0,146.0
0,2018-06-28,8.0,17.0,26.0,36.0,53.0,53.0,53.0,53.0
0,2018-06-28,-1.0,3.0,30.0,41.0,43.0,47.0,48.0,49.0
0,2018-06-28,3.0,4.0,8.0,30.0,37.0,39.0,40.0,40.0
0,2018-06-28,-1.0,4.0,18.0,19.0,29.0,29.0,29.0,29.0
0,2018-06-28,5.0,16.0,29.0,32.0,41.0,42.0,42.0,42.0
0,2018-06-28,-1.0,7.0,18.0,27.0,68.0,85.0,87.0,89.0
0,2018-06-28,2.0,4.0,5.0,5.0,10.0,10.0,10.0,10.0
0,2018-06-28,-1.0,14.0,27.0,36.0,48.0,49.0,50.0,50.0
0,2018-06-28,3.0,8.0,21.0,30.0,42.0,59.0,59.0,60.0
0,2018-06-28,5.0,7.0,15.0,23.0,36.0,53.0,61.0,76.0
0,2018-06-28,7.0,8.0,12.0,16.0,16.0,16.0,16.0,16.0
0,2018-06-28,-1.0,8.0,15.0,15.0,25.0,25.0,25.0,25.0
1,2018-06-28,2.0,16.0,49.0,58.0,70.0,74.0,74.0,74.0
0,2018-06-28,2.0,10.0,22.0,27.0,31.0,33.0,33.0,34.0
0,2018-06-28,-1.0,2.0,3.0,3.0,6.0,9.0,9.0,9.0
0,2018-06-28,4.0,12.0,29.0,42.0,124.0,143.0,155.0,160.0
0,2018-06-28,5.0,10.0,38.0,44.0,67.0,71.0,81.0,85.0
0,2018-06-28,-1.0,17.0,56.0,59.0,71.0,77.0,77.0,78.0
0,2018-06-28,5.0,6.0,11.0,17.0,26.0,28.0,29.0,29.0
0,2018-06-28,7.0,23.0,32.0,40.0,57.0,64.0,65.0,65.0
0,2018-06-28,7.0,13.0,20.0,28.0,46.0,57.0,57.0,57.0
1,2018-06-28,-1.0,24.0,89.0,97.0,97.0,97.0,97.0,97.0
0,2018-06-28,-1.0,5.0,10.0,13.0,18.0,18.0,18.0,18.0
0,2018-06-28,13.0,37.0,55.0,61.0,127.0,143.0,153.0,154.0
0,2018-06-28,-1.0,-1.0,4.0,8.0,50.0,51.0,51.0,51.0
0,2018-06-28,3.0,10.0,33.0,41.0,52.0,52.0,53.0,53.0
0,2018-06-28,3.0,4.0,9.0,19.0,50.0,70.0,70.0,70.0
0,2018-06-28,4.0,10.0,25.0,39.0,74.0,81.0,81.0,81.0
1,2018-06-28,2.0,9.0,25.0,33.0,37.0,40.0,42.0,43.0
0,2018-06-28,5.0,23.0,52.0,57.0,61.0,63.0,69.0,69.0
0,2018-06-28,2.0,7.0,23.0,27.0,34.0,35.0,36.0,36.0
0,2018-06-28,-1.0,2.0,7.0,8.0,26.0,28.0,28.0,28.0
0,2018-06-28,6.0,12.0,22.0,37.0,43.0,45.0,46.0,46.0
0,2018-06-28,2.0,2.0,7.0,10.0,43.0,48.0,50.0,50.0
0,2018-06-28,-1.0,3.0,8.0,12.0,25.0,32.0,32.0,32.0
0,2018-06-28,5.0,10.0,20.0,27.0,55.0,64.0,64.0,64.0
1,2018-06-28,2.0,7.0,10.0,27.0,41.0,43.0,44.0,44.0
0,2018-06-28,4.0,14.0,35.0,39.0,49.0,50.0,50.0,50.0
0,2018-06-28,2.0,7.0,18.0,19.0,52.0,60.0,61.0,61.0
0,2018-06-28,-1.0,4.0,9.0,11.0,30.0,39.0,41.0,43.0
0,2018-06-28,4.0,10.0,33.0,43.0,52.0,55.0,55.0,55.0
0,2018-06-28,2.0,7.0,24.0,24.0,24.0,24.0,24.0,24.0
0,2018-06-28,7.0,31.0,67.0,82.0,118.0,130.0,133.0,133.0
0,2018-06-28,6.0,13.0,17.0,24.0,47.0,56.0,56.0,56.0
0,2018-06-28,-1.0,3.0,22.0,33.0,36.0,36.0,36.0,36.0
0,2018-06-28,-1.0,8.0,24.0,33.0,46.0,51.0,51.0,51.0
0,2018-06-28,3.0,7.0,14.0,17.0,33.0,41.0,41.0,41.0
0,2018-06-28,-1.0,8.0,19.0,32.0,49.0,55.0,55.0,55.0
0,2018-06-28,5.0,17.0,36.0,45.0,66.0,68.0,68.0,70.0
0,2018-06-28,-1.0,6.0,19.0,24.0,29.0,31.0,35.0,36.0
0,2018-06-28,2.0,6.0,17.0,27.0,37.0,52.0,54.0,55.0
0,2018-06-28,3.0,13.0,23.0,45.0,48.0,49.0,50.0,50.0
1,2018-06-28,-1.0,-1.0,12.0,23.0,35.0,35.0,35.0,35.0
0,2018-06-28,5.0,12.0,20.0,29.0,45.0,75.0,81.0,81.0
0,2018-06-28,5.0,15.0,22.0,36.0,66.0,70.0,70.0,71.0
0,2018-06-28,3.0,6.0,14.0,25.0,35.0,39.0,39.0,39.0
0,2018-06-28,-1.0,4.0,23.0,30.0,33.0,33.0,33.0,33.0
0,2018-06-28,-1.0,4.0,8.0,12.0,22.0,29.0,29.0,29.0
0,2018-06-28,19.0,36.0,48.0,59.0,88.0,91.0,100.0,103.0
0,2018-06-28,7.0,26.0,50.0,60.0,78.0,102.0,117.0,117.0
0,2018-06-28,4.0,18.0,50.0,54.0,78.0,101.0,104.0,106.0
0,2018-06-28,2.0,3.0,19.0,28.0,30.0,30.0,30.0,30.0
0,2018-06-28,3.0,15.0,35.0,51.0,69.0,81.0,82.0,83.0
1,2018-06-28,-1.0,2.0,18.0,20.0,20.0,20.0,20.0,20.0
1,2018-06-28,-1.0,16.0,38.0,44.0,85.0,86.0,86.0,86.0
0,2018-06-28,3.0,6.0,17.0,22.0,57.0,57.0,58.0,58.0
0,2018-06-28,6.0,25.0,37.0,46.0,59.0,66.0,69.0,69.0
0,2018-06-28,6.0,10.0,17.0,28.0,45.0,46.0,47.0,49.0
0,2018-06-28,4.0,12.0,21.0,35.0,89.0,103.0,104.0,104.0
0,2018-06-28,2.0,3.0,8.0,11.0,12.0,13.0,20.0,20.0
0,2018-06-28,3.0,12.0,28.0,40.0,44.0,51.0,51.0,51.0
0,2018-06-28,7.0,25.0,34.0,41.0,135.0,146.0,150.0,151.0
0,2018-06-28,5.0,10.0,12.0,20.0,65.0,81.0,86.0,86.0
0,2018-06-28,9.0,10.0,22.0,42.0,45.0,45.0,45.0,45.0
0,2018-06-28,-1.0,-1.0,10.0,15.0,19.0,19.0,20.0,20.0
0,2018-06-28,3.0,6.0,32.0,47.0,82.0,89.0,89.0,90.0
0,2018-06-28,3.0,13.0,36.0,48.0,104.0,113.0,113.0,113.0
0,2018-06-28,2.0,4.0,18.0,29.0,86.0,102.0,105.0,108.0
0,2018-06-28,6.0,20.0,58.0,66.0,127.0,157.0,163.0,163.0
0,2018-06-28,-1.0,-1.0,-1.0,8.0,21.0,22.0,22.0,22.0
0,2018-06-28,6.0,22.0,49.0,52.0,90.0,102.0,107.0,108.0
0,2018-06-28,11.0,32.0,56.0,67.0,102.0,111.0,111.0,111.0
0,2018-06-28,3.0,10.0,13.0,15.0,38.0,38.0,39.0,39.0
0,2018-06-28,-1.0,2.0,6.0,7.0,16.0,16.0,16.0,16.0
0,2018-06-28,2.0,3.0,10.0,18.0,33.0,33.0,33.0,33.0
0,2018-06-28,4.0,19.0,34.0,50.0,50.0,50.0,50.0,53.0
0,2018-06-28,-1.0,7.0,37.0,46.0,84.0,91.0,91.0,91.0
0,2018-06-28,6.0,10.0,35.0,55.0,68.0,72.0,72.0,72.0
0,2018-06-28,5.0,7.0,50.0,59.0,65.0,65.0,66.0,66.0
0,2018-06-28,-1.0,2.0,11.0,11.0,12.0,12.0,12.0,12.0
0,2018-06-28,16.0,40.0,75.0,91.0,95.0,95.0,95.0,96.0
0,2018-06-28,2.0,4.0,8.0,19.0,23.0,24.0,26.0,29.0
0,2018-06-28,3.0,6.0,22.0,27.0,30.0,30.0,31.0,31.0
0,2018-06-28,2.0,7.0,46.0,56.0,83.0,86.0,86.0,86.0
0,2018-06-28,-1.0,2.0,4.0,6.0,28.0,36.0,42.0,53.0
0,2018-06-28,5.0,7.0,10.0,12.0,13.0,13.0,13.0,13.0
0,2018-06-28,12.0,27.0,47.0,51.0,68.0,73.0,73.0,73.0
0,2018-06-28,-1.0,2.0,21.0,22.0,23.0,23.0,23.0,23.0
0,2018-06-28,3.0,5.0,9.0,11.0,14.0,20.0,20.0,21.0
0,2018-06-28,-1.0,18.0,44.0,48.0,52.0,54.0,54.0,54.0
0,2018-06-28,4.0,12.0,16.0,31.0,45.0,73.0,86.0,103.0
0,2018-06-28,3.0,22.0,48.0,56.0,64.0,64.0,65.0,65.0
0,2018-06-28,3.0,10.0,28.0,50.0,88.0,101.0,104.0,104.0
0,2018-06-28,12.0,21.0,35.0,49.0,78.0,93.0,95.0,95.0
0,2018-06-28,7.0,24.0,29.0,32.0,32.0,32.0,32.0,32.0
0,2018-06-28,3.0,6.0,24.0,28.0,33.0,33.0,33.0,33.0
0,2018-06-28,-1.0,8.0,37.0,40.0,42.0,42.0,42.0,42.0
0,2018-06-28,3.0,29.0,58.0,62.0,63.0,63.0,63.0,63.0
0,2018-06-28,-1.0,8.0,32.0,53.0,63.0,66.0,66.0,67.0
0,2018-06-28,5.0,11.0,19.0,28.0,59.0,89.0,89.0,90.0
0,2018-06-28,-1.0,3.0,13.0,15.0,19.0,19.0,19.0,19.0
0,2018-06-28,3.0,13.0,31.0,47.0,57.0,61.0,62.0,62.0
0,2018-06-28,4.0,4.0,11.0,16.0,37.0,39.0,39.0,39.0
0,2018-06-28,3.0,3.0,11.0,18.0,23.0,23.0,33.0,35.0
0,2018-06-28,2.0,9.0,17.0,24.0,41.0,45.0,45.0,46.0
0,2018-06-28,7.0,11.0,21.0,43.0,64.0,71.0,72.0,72.0
1,2018-06-28,-1.0,4.0,29.0,41.0,53.0,54.0,54.0,54.0
0,2018-06-28,2.0,10.0,21.0,36.0,54.0,61.0,62.0,62.0
0,2018-06-28,3.0,8.0,26.0,30.0,32.0,32.0,32.0,32.0
0,2018-06-28,2.0,7.0,15.0,25.0,29.0,30.0,30.0,30.0
0,2018-06-28,11.0,26.0,51.0,78.0,98.0,98.0,98.0,98.0
0,2018-06-28,9.0,22.0,34.0,45.0,56.0,78.0,78.0,78.0
0,2018-06-28,-1.0,3.0,26.0,39.0,56.0,57.0,57.0,61.0
0,2018-06-28,9.0,27.0,54.0,76.0,87.0,107.0,108.0,108.0
1,2018-06-28,-1.0,3.0,32.0,34.0,41.0,46.0,51.0,51.0
0,2018-06-28,6.0,10.0,27.0,34.0,46.0,49.0,49.0,49.0
0,2018-06-28,6.0,11.0,15.0,21.0,42.0,53.0,53.0,53.0
0,2018-06-28,3.0,5.0,26.0,33.0,53.0,57.0,57.0,57.0
0,2018-06-28,8.0,16.0,40.0,50.0,77.0,94.0,101.0,108.0
0,2018-06-28,3.0,11.0,21.0,24.0,36.0,37.0,39.0,39.0
0,2018-06-28,3.0,10.0,23.0,25.0,32.0,32.0,32.0,32.0
0,2018-06-28,3.0,5.0,9.0,22.0,40.0,55.0,65.0,65.0
0,2018-06-28,16.0,43.0,76.0,91.0,115.0,119.0,133.0,138.0
0,2018-06-28,-1.0,2.0,14.0,19.0,31.0,36.0,36.0,36.0
0,2018-06-28,4.0,11.0,24.0,33.0,40.0,41.0,41.0,41.0
0,2018-06-28,-1.0,2.0,15.0,16.0,16.0,16.0,16.0,16.0
0,2018-06-28,3.0,8.0,51.0,64.0,97.0,107.0,107.0,107.0
1,2018-06-28,-1.0,16.0,41.0,56.0,91.0,110.0,113.0,114.0
0,2018-06-28,-1.0,6.0,25.0,28.0,49.0,74.0,74.0,74.0
